"Prioritization","contact_tracing_frac","replication","inf_p_shift","contact_tracing_contact_selection_frac","n_days_contact_tracing_isolation","n_infected","n_icu","n_contacts_traced","n_times_contact_tracing","n_times_contact_traced"
"Young",0.5,"m643-young-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1222,71,2141,169,1972
"Age",0,"m670-age-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,10919,427,0,0,0
"Age",0.1,"m697-age-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,7698,279,2769,269,2500
"Age",0.2,"m724-age-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1865,80,1645,127,1518
"Age",0.3,"m751-age-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1118,51,1546,136,1410
"Random",0.2,"m76-random-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,3283,124,3805,327,3478
"Age",0.4,"m778-age-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1028,40,1543,126,1417
"Age",0.5,"m805-age-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,695,28,953,86,867
"HH",0,"m832-household_size-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,9075,348,0,0,0
"HH",0.1,"m859-household_size-0.1-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,5091,210,1781,130,1651
"HH",0.2,"m886-household_size-0.2-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,2764,111,2174,170,2004
"HH",0.3,"m913-household_size-0.3-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1476,55,1776,133,1643
"HH",0.4,"m940-household_size-0.4-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,1099,47,1358,108,1250
"HH",0.5,"m967-household_size-0.5-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,820,30,1033,81,952
"Inc. emp.",0,"m994-inc_rank_emp-0-individuals-weight-1-ill_symptomatic-10-0.0",0,1,10,10360,420,0,0,0
"Inc. emp.",0.1,"m1022-inc_rank_emp-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,8337,354,4208,351,3857
"Random",0.3,"m104-random-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,3161,119,4831,425,4406
"Inc. emp.",0.2,"m1049-inc_rank_emp-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,4032,159,5063,387,4676
"Inc. emp.",0.3,"m1076-inc_rank_emp-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,3735,147,5533,440,5093
"Inc. emp.",0.4,"m1103-inc_rank_emp-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1760,84,2824,233,2591
"Inc. emp.",0.5,"m1130-inc_rank_emp-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,990,46,1532,122,1410
"Inc. sim.",0,"m1157-inc_rank_sim-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,22682,920,0,0,0
"Inc. sim.",0.1,"m1184-inc_rank_sim-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,13443,533,4108,414,3694
"Inc. sim.",0.2,"m1211-inc_rank_sim-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,3736,142,3730,291,3439
"Inc. sim.",0.3,"m1238-inc_rank_sim-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1534,73,2612,224,2388
"Inc. sim.",0.4,"m1265-inc_rank_sim-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1349,68,2326,202,2124
"Inc. sim.",0.5,"m1292-inc_rank_sim-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,946,35,1540,124,1416
"Random",0.4,"m131-random-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,2374,112,4313,378,3935
"Random",0.5,"m158-random-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1527,66,2758,249,2509
"Age+HH",0,"m185-super-spreaders-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,21857,919,0,0,0
"Age+HH",0.1,"m212-super-spreaders-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,10440,454,6437,499,5938
"Random",0,"m23-random-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,20712,802,0,0,0
"Age+HH",0.2,"m239-super-spreaders-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,2898,116,3778,282,3496
"Age+HH",0.3,"m266-super-spreaders-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1624,73,2424,198,2226
"Age+HH",0.4,"m293-super-spreaders-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1092,47,1885,153,1732
"Age+HH",0.5,"m320-super-spreaders-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,967,40,1676,140,1536
"Old",0,"m347-old-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,16313,634,0,0,0
"Old",0.1,"m374-old-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,21035,810,3516,478,3038
"Old",0.2,"m401-old-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,14779,583,5122,669,4453
"Old",0.3,"m428-old-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,10383,370,8181,930,7251
"Old",0.4,"m455-old-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,4529,172,5943,589,5354
"Old",0.5,"m482-old-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,2140,94,3720,367,3353
"Random",0.1,"m50-random-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,13348,517,7814,705,7109
"Young",0,"m509-young-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,22826,972,0,0,0
"Young",0.1,"m536-young-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,17949,759,4580,444,4136
"Young",0.2,"m563-young-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,9927,398,8497,701,7796
"Young",0.3,"m590-young-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,2899,118,4121,344,3777
"Young",0.4,"m617-young-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,2990,118,5124,431,4693
"Young",0.5,"m644-young-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1819,79,3772,310,3462
"Age",0,"m671-age-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,23242,882,0,0,0
"Age",0.1,"m698-age-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,13023,507,4314,441,3873
"Age",0.2,"m725-age-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,2940,131,2992,231,2761
"Age",0.3,"m752-age-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1612,78,2698,227,2471
"Random",0.2,"m77-random-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,8714,345,8895,811,8084
"Age",0.4,"m779-age-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1470,71,2706,225,2481
"Age",0.5,"m806-age-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,980,43,1626,132,1494
"HH",0,"m833-household_size-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,20247,843,0,0,0
"HH",0.1,"m860-household_size-0.1-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,9602,370,3875,272,3603
"HH",0.2,"m887-household_size-0.2-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,7364,285,5861,445,5416
"HH",0.3,"m914-household_size-0.3-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,2479,92,3052,236,2816
"HH",0.4,"m941-household_size-0.4-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,1422,73,1907,154,1753
"HH",0.5,"m968-household_size-0.5-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,953,38,1475,125,1350
"Inc. emp.",0,"m995-inc_rank_emp-0-individuals-weight-1-ill_symptomatic-10-0.05",0.05,1,10,20507,850,0,0,0
"Inc. emp.",0.1,"m1005-inc_rank_emp-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3054,122,777,95,682
"Inc. emp.",0.2,"m1032-inc_rank_emp-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1118,47,765,98,667
"Inc. emp.",0.3,"m1059-inc_rank_emp-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1272,43,1189,145,1044
"Inc. emp.",0.4,"m1086-inc_rank_emp-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,943,37,760,103,657
"Inc. emp.",0.5,"m1113-inc_rank_emp-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,698,36,623,81,542
"Random",0.4,"m114-random-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1083,56,1039,138,901
"Inc. sim.",0,"m1140-inc_rank_sim-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3886,163,0,0,0
"Inc. sim.",0.1,"m1167-inc_rank_sim-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2570,98,609,99,510
"Inc. sim.",0.2,"m1194-inc_rank_sim-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1176,47,778,100,678
"Inc. sim.",0.3,"m1221-inc_rank_sim-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,811,42,679,91,588
"Inc. sim.",0.4,"m1248-inc_rank_sim-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,850,40,858,113,745
"Inc. sim.",0.5,"m1275-inc_rank_sim-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,603,19,451,62,389
"Random",0.5,"m141-random-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,864,49,904,130,774
"Age+HH",0,"m168-super-spreaders-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3531,125,0,0,0
"Age+HH",0.1,"m195-super-spreaders-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2762,116,1124,127,997
"Age+HH",0.2,"m222-super-spreaders-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1307,55,682,93,589
"Age+HH",0.3,"m249-super-spreaders-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,839,40,670,82,588
"Age+HH",0.4,"m276-super-spreaders-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,708,35,642,81,561
"Age+HH",0.5,"m303-super-spreaders-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,534,36,327,48,279
"Random",0.1,"m33-random-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2730,110,898,131,767
"Old",0,"m330-old-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,5029,203,0,0,0
"Old",0.1,"m357-old-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3438,133,268,56,212
"Old",0.2,"m384-old-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3873,122,812,151,661
"Old",0.3,"m411-old-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2316,75,1175,197,978
"Old",0.4,"m438-old-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1160,39,742,119,623
"Old",0.5,"m465-old-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,963,42,768,116,652
"Young",0,"m492-young-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,5451,199,0,0,0
"Young",0.1,"m519-young-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3685,133,622,95,527
"Young",0.2,"m546-young-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2351,106,1116,151,965
"Young",0.3,"m573-young-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1487,66,1090,142,948
"Random",0,"m6-random-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,4307,168,0,0,0
"Random",0.2,"m60-random-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2079,63,1332,182,1150
"Young",0.4,"m600-young-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1067,46,982,139,843
"Young",0.5,"m627-young-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,759,41,610,79,531
"Age",0,"m654-age-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,5120,205,0,0,0
"Age",0.1,"m681-age-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2438,95,518,85,433
"Age",0.2,"m708-age-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1374,39,779,95,684
"Age",0.3,"m735-age-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1060,41,981,125,856
"Age",0.4,"m762-age-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,750,37,663,90,573
"Age",0.5,"m789-age-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,567,28,440,61,379
"HH",0,"m816-household_size-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3706,130,0,0,0
"HH",0.1,"m843-household_size-0.1-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,2247,96,592,65,527
"Random",0.3,"m87-random-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1015,41,860,113,747
"HH",0.2,"m870-household_size-0.2-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,1724,70,752,92,660
"HH",0.3,"m897-household_size-0.3-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,980,41,533,65,468
"HH",0.4,"m924-household_size-0.4-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,853,40,574,66,508
"HH",0.5,"m951-household_size-0.5-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,581,31,496,58,438
"Inc. emp.",0,"m978-inc_rank_emp-0-individuals-weight-0.6-ill_symptomatic-15--0.05",-0.05,0.6,15,3691,143,0,0,0
"Inc. emp.",0.1,"m1006-inc_rank_emp-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,6308,232,1698,215,1483
"Inc. emp.",0.2,"m1033-inc_rank_emp-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2918,110,2427,299,2128
"Inc. emp.",0.3,"m1060-inc_rank_emp-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2157,101,2241,275,1966
"Inc. emp.",0.4,"m1087-inc_rank_emp-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1431,49,1560,205,1355
"Inc. emp.",0.5,"m1114-inc_rank_emp-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,587,28,394,54,340
"Inc. sim.",0,"m1141-inc_rank_sim-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,9200,348,0,0,0
"Random",0.4,"m115-random-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1819,80,2065,293,1772
"Inc. sim.",0.1,"m1168-inc_rank_sim-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,7107,293,1683,266,1417
"Inc. sim.",0.2,"m1195-inc_rank_sim-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1512,59,1075,128,947
"Inc. sim.",0.3,"m1222-inc_rank_sim-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1094,38,912,126,786
"Inc. sim.",0.4,"m1249-inc_rank_sim-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,876,32,860,110,750
"Inc. sim.",0.5,"m1276-inc_rank_sim-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,755,36,790,99,691
"Random",0.5,"m142-random-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1227,44,1306,182,1124
"Age+HH",0,"m169-super-spreaders-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,9650,368,0,0,0
"Age+HH",0.1,"m196-super-spreaders-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,5389,228,2023,255,1768
"Age+HH",0.2,"m223-super-spreaders-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2161,90,1566,194,1372
"Age+HH",0.3,"m250-super-spreaders-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1172,54,1090,143,947
"Age+HH",0.4,"m277-super-spreaders-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,905,45,801,112,689
"Age+HH",0.5,"m304-super-spreaders-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,658,39,504,69,435
"Old",0,"m331-old-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,10872,427,0,0,0
"Random",0.1,"m34-random-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,4942,192,1759,249,1510
"Old",0.1,"m358-old-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,8323,325,884,186,698
"Old",0.2,"m385-old-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,11068,451,2406,500,1906
"Old",0.3,"m412-old-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,3702,129,1960,327,1633
"Old",0.4,"m439-old-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2177,93,1877,295,1582
"Old",0.5,"m466-old-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1511,57,1683,251,1432
"Young",0,"m493-young-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,10331,389,0,0,0
"Young",0.1,"m520-young-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,6899,283,1180,180,1000
"Young",0.2,"m547-young-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,7335,284,4042,513,3529
"Young",0.3,"m574-young-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2999,107,2682,365,2317
"Young",0.4,"m601-young-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1485,62,1538,216,1322
"Random",0.2,"m61-random-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2566,97,1834,247,1587
"Young",0.5,"m628-young-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1116,47,1304,172,1132
"Age",0,"m655-age-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,11652,454,0,0,0
"Age",0.1,"m682-age-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,7218,304,1635,259,1376
"Random",0,"m7-random-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,11680,443,0,0,0
"Age",0.2,"m709-age-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2538,95,1940,234,1706
"Age",0.3,"m736-age-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1183,65,1108,152,956
"Age",0.4,"m763-age-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,863,35,877,116,761
"Age",0.5,"m790-age-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,813,28,770,103,667
"HH",0,"m817-household_size-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,7243,293,0,0,0
"HH",0.1,"m844-household_size-0.1-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,5965,240,1531,177,1354
"HH",0.2,"m871-household_size-0.2-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2999,124,1239,154,1085
"Random",0.3,"m88-random-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,2305,98,2246,321,1925
"HH",0.3,"m898-household_size-0.3-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1512,57,1158,140,1018
"HH",0.4,"m925-household_size-0.4-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1239,51,1005,130,875
"HH",0.5,"m952-household_size-0.5-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,1054,53,964,127,837
"Inc. emp.",0,"m979-inc_rank_emp-0-individuals-weight-0.6-ill_symptomatic-15-0.0",0,0.6,15,11584,467,0,0,0
"Inc. emp.",0.1,"m1007-inc_rank_emp-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,12616,499,3819,499,3320
"Inc. emp.",0.2,"m1034-inc_rank_emp-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,5506,226,4719,575,4144
"Inc. emp.",0.3,"m1061-inc_rank_emp-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,4086,163,4246,565,3681
"Inc. emp.",0.4,"m1088-inc_rank_emp-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1596,67,1681,216,1465
"Inc. emp.",0.5,"m1115-inc_rank_emp-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,963,45,982,127,855
"Inc. sim.",0,"m1142-inc_rank_sim-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,18735,767,0,0,0
"Random",0.4,"m116-random-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,2534,86,2956,424,2532
"Inc. sim.",0.1,"m1169-inc_rank_sim-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,15075,621,3936,618,3318
"Inc. sim.",0.2,"m1196-inc_rank_sim-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,3028,116,1747,214,1533
"Inc. sim.",0.3,"m1223-inc_rank_sim-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1570,71,1735,237,1498
"Inc. sim.",0.4,"m1250-inc_rank_sim-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1462,48,1725,230,1495
"Inc. sim.",0.5,"m1277-inc_rank_sim-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,776,35,727,97,630
"Random",0.5,"m143-random-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1961,59,2551,361,2190
"Age+HH",0,"m170-super-spreaders-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,20678,829,0,0,0
"Age+HH",0.1,"m197-super-spreaders-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,10016,422,3931,476,3455
"Age+HH",0.2,"m224-super-spreaders-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,2980,114,2495,302,2193
"Age+HH",0.3,"m251-super-spreaders-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1987,82,2265,300,1965
"Age+HH",0.4,"m278-super-spreaders-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1485,56,1795,231,1564
"Age+HH",0.5,"m305-super-spreaders-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1145,52,1326,176,1150
"Old",0,"m332-old-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,17709,694,0,0,0
"Random",0.1,"m35-random-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,13927,585,4833,695,4138
"Old",0.1,"m359-old-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,20556,839,2441,530,1911
"Old",0.2,"m386-old-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,13688,485,2996,608,2388
"Old",0.3,"m413-old-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,10906,431,5791,1038,4753
"Old",0.4,"m440-old-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,4509,178,3861,606,3255
"Old",0.5,"m467-old-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,2377,83,2720,396,2324
"Young",0,"m494-young-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,19209,790,0,0,0
"Young",0.1,"m521-young-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,17410,728,3230,478,2752
"Young",0.2,"m548-young-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,10128,412,4811,639,4172
"Young",0.3,"m575-young-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,6165,250,5619,723,4896
"Young",0.4,"m602-young-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,2778,113,3133,433,2700
"Random",0.2,"m62-random-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,6418,270,4448,629,3819
"Young",0.5,"m629-young-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,2032,88,2691,351,2340
"Age",0,"m656-age-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,20611,800,0,0,0
"Age",0.1,"m683-age-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,15381,609,3855,598,3257
"Age",0.2,"m710-age-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,5020,199,3018,375,2643
"Age",0.3,"m737-age-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1621,61,1729,225,1504
"Age",0.4,"m764-age-0.4-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1599,62,2041,283,1758
"Age",0.5,"m791-age-0.5-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,1129,53,1346,184,1162
"Random",0,"m8-random-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,19837,828,0,0,0
"HH",0,"m818-household_size-0-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,17955,729,0,0,0
"HH",0.1,"m845-household_size-0.1-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,11582,487,2856,350,2506
"HH",0.2,"m872-household_size-0.2-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,8936,351,4391,544,3847
"Random",0.3,"m89-random-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,4407,159,4625,645,3980
"HH",0.3,"m899-household_size-0.3-individuals-weight-0.6-ill_symptomatic-15-0.05",0.05,0.6,15,3591,140,3089,377,2712
